,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
303425,49449351,0,0,1,poland,5,0,0,0
303433,51635901,1,5,4,united states,6,5,0,0
303434,44910651,2,2,1,united states,6,0,0,0
303435,44915101,1,1,1,united states,3,0,0,0
303439,46898051,1,2,2,nigeria,3,5,0,0
303457,51678251,1,1,1,india,5,0,0,0
303463,39719401,7,7,1,saudi arabia,11,0,0,0
303464,39720101,1,4,3,united states,5,0,0,0
303466,47192051,1,1,1,canada,3,0,0,0
303468,47192501,5,5,1,india,3,6,6,0
303471,47202251,1,3,2,china,5,0,0,0
303476,47206851,1,1,1,india,3,0,0,0
303486,39725501,1,1,1,india,5,0,0,0
303487,39728651,1,1,1,brazil,5,0,0,0
303492,47211901,1,3,2,united states,3,0,0,0
303494,48085751,5,10,2,czech republic,3,6,3,5
303496,48086602,4,14,3,ireland,9,9,9,9
303517,47213501,2,6,3,myanmar,2,3,2,3
303529,49301951,0,0,1,luxembourg,5,0,0,0
303530,49322801,1,3,2,united states,5,0,0,0
303531,49331651,6,6,1,germany,6,12,0,0
303536,51697651,7,7,1,sri lanka,3,9,7,5
303537,51699701,3,3,1,india,3,5,0,0
303538,51699751,3,15,4,jordan,6,3,6,6
303539,51716051,2,8,4,israel,2,4,0,0
303540,51728801,2,2,1,united states,5,0,0,0
303541,44918251,2,4,2,chile,5,7,3,0
303542,46901751,2,2,1,india,5,0,0,0
303543,47222251,1,1,1,united states,10,0,0,0
303544,47224651,1,1,1,india,10,0,0,0
303549,51739151,1,1,1,united states,5,0,0,0
303550,51752801,2,4,2,serbia,3,2,4,0
303551,51768601,1,2,2,india,5,0,0,0
303552,51773651,2,12,5,china,5,6,4,1
303553,51798251,2,7,3,poland,2,2,2,0
303554,51810451,2,10,4,united states,6,6,12,8
303555,51811101,1,1,1,united states,5,0,0,0
303556,51813801,1,1,1,peru,5,0,0,0
303557,51826301,0,0,1,united states,5,0,0,0
303558,51827951,1,1,1,sri lanka,4,0,0,0
303559,51839751,2,5,2,portugal,3,2,0,0
303560,51840001,3,3,1,kenya,6,0,0,0
303562,46902201,1,1,1,india,5,0,0,0
303569,49316801,1,1,1,russian federation,5,0,0,0
303570,49317351,2,5,2,norway,5,0,0,0
303571,49325101,1,3,2,south korea,6,7,5,0
303575,49339651,0,0,1,united kingdom,4,0,0,0
303576,49346951,3,3,1,germany,6,5,0,0
303577,49356051,9,9,1,tunisia,6,0,0,0
303578,49359751,1,1,1,poland,5,0,0,0
303579,49361801,1,1,1,france,4,0,0,0
303580,49363701,1,1,1,united states,5,0,0,0
303584,49370901,0,0,1,canada,6,0,0,0
303585,49382551,3,3,1,germany,5,3,5,0
303587,49408601,2,8,3,india,3,14,5,7
303591,46908251,1,1,1,india,5,0,0,0
303592,46910301,1,1,1,turkey,5,0,0,0
303599,49373701,1,1,1,china,5,0,0,0
303600,49375701,1,1,1,south korea,5,0,0,0
303601,49384101,3,15,5,india,6,5,0,0
303604,49393501,1,1,1,india,5,0,0,0
303605,49395101,3,6,2,viet nam,2,4,2,4
303606,49419901,0,0,1,indonesia,5,0,0,0
303607,49423251,0,0,1,united states,5,0,0,0
303608,49425201,1,3,2,united states,7,5,0,0
303609,49435751,2,8,3,portugal,3,3,3,6
303612,44925101,2,2,1,united states,6,0,0,0
303613,44927201,2,2,1,zimbabwe,3,5,0,0
303614,44939301,1,7,4,united states,7,10,4,1
303615,44939951,1,2,2,india,3,3,0,0
303616,44948051,2,2,1,singapore,6,3,0,0
303617,44950401,1,2,2,canada,5,0,0,0
303618,44951201,1,1,1,malaysia,5,0,0,0
303619,44953751,3,3,1,japan,6,3,0,0
303620,44962151,2,5,2,india,3,7,6,3
303631,50742001,1,1,1,france,5,0,0,0
303632,50744901,0,0,1,germany,5,0,0,0
303633,39740401,2,2,1,egypt,5,3,0,0
303636,46917901,1,1,1,india,5,0,0,0
303641,47232401,1,1,1,india,10,0,0,0
303657,48859951,1,2,2,australia,5,0,0,0
303658,48882351,1,1,1,germany,5,0,0,0
303659,48885001,1,7,7,united states,5,0,0,0
303660,48888101,0,0,1,india,5,0,0,0
303662,44972854,1,1,1,united arab emirates,3,0,0,0
303669,47173451,0,0,1,united states,3,0,0,0
303676,47180751,1,1,1,united states,3,0,0,0
303685,48904701,1,1,1,russian federation,5,0,0,0
303686,48911751,1,4,4,canada,5,0,0,0
303687,50746951,1,3,2,portugal,6,7,5,0
303688,50754451,1,1,1,united states,4,0,0,0
303691,39746001,3,3,1,brazil,5,0,0,0
303692,39749801,0,0,1,brazil,3,0,0,0
303693,39750901,1,12,7,united states,7,4,3,3
303694,39754001,2,2,1,united states,2,3,0,0
303696,39754601,0,0,1,united states,2,0,0,0
303697,39755901,1,2,2,united states,5,0,0,0
303698,39761151,4,8,2,malaysia,5,7,14,2
303714,49496401,2,2,1,india,5,0,0,0
303715,51855751,1,1,1,india,5,0,0,0
303716,51875101,1,2,2,india,5,0,0,0
303717,51879001,8,8,1,united states,5,0,0,0
303718,51886051,0,0,1,united states,4,0,0,0
303719,39766901,4,69,17,peru,3,7,3,7
303720,39767101,1,31,18,united states,5,0,0,0
303721,39773001,4,4,1,united states,3,7,5,0
303723,39780301,1,1,1,united states,5,0,0,0
303724,39783001,4,9,2,united states,3,4,1,3
303725,39785051,2,2,1,united states,5,0,0,0
303726,39785701,1,1,1,india,5,0,0,0
303727,39786751,0,0,1,india,5,0,0,0
303729,39787301,1,2,2,united states,4,5,0,0
303730,39789601,1,3,2,peru,6,7,5,0
303731,44975701,0,0,1,united kingdom,5,0,0,0
303732,44976551,0,0,1,chile,5,0,0,0
303733,44980251,1,1,1,germany,3,0,0,0
303746,48919501,1,1,1,france,5,0,0,0
303751,48019351,6,6,1,india,7,2,2,14
303754,48928601,1,1,1,germany,5,0,0,0
303755,48941351,1,3,2,ethiopia,3,0,0,0
303757,48952351,0,0,1,united states,5,0,0,0
303774,51901751,0,0,1,australia,5,0,0,0
303776,39791451,2,2,1,india,6,4,0,0
303788,49456451,4,4,1,brazil,5,0,0,0
303796,39804702,2,4,2,india,4,6,0,0
303799,39809202,0,0,1,japan,5,0,0,0
303806,47194701,2,2,1,united states,2,3,0,0
303812,47203251,1,1,1,united states,5,0,0,0
303813,47204751,1,1,1,thailand,5,0,0,0
303817,48107424,16,16,1,india,3,7,12,3
303820,49497251,1,1,1,united states,5,0,0,0
303821,49498951,2,2,1,japan,7,0,0,0
303828,44981801,8,8,1,india,5,4,2,4
303833,47237801,2,2,1,united states,5,0,0,0
303840,49509701,5,5,1,argentina,3,7,4,0
303842,49513351,0,0,1,india,5,0,0,0
303845,50755351,2,4,2,united states,9,9,5,0
303846,50773351,1,2,2,india,5,0,0,0
303847,50783751,2,2,1,taiwan province of china,5,0,0,0
303848,51920101,4,4,1,russian federation,5,0,0,0
303850,51950651,3,3,1,united states,5,0,0,0
303852,39835351,1,2,2,india,4,0,0,0
303860,47247551,0,0,1,india,10,0,0,0
303863,47252951,1,1,1,united states,10,0,0,0
303872,49512601,1,3,2,singapore,5,0,0,0
303874,51958151,2,8,3,united kingdom,7,6,4,1
303875,44994801,1,2,2,india,10,5,0,0
303876,44995001,2,2,1,india,3,0,0,0
303877,44996601,1,1,1,india,5,0,0,0
303878,44997451,8,16,2,russian federation,3,6,6,2
303879,44997801,0,0,1,isle of man,3,0,0,0
303880,45011301,1,7,5,indonesia,3,3,3,7
303881,45017201,2,2,1,austria,3,0,0,0
303882,45018151,1,6,5,egypt,3,0,0,0
303883,45042951,2,2,1,france,6,3,0,0
303884,45046951,0,0,1,india,3,0,0,0
303886,47215551,1,1,1,united states,5,0,0,0
303892,47222501,1,2,2,india,10,0,0,0
303893,47224001,1,1,1,india,3,0,0,0
303898,48290151,7,7,1,united states,18,0,0,0
303900,49521351,1,1,1,india,5,0,0,0
303901,45048801,3,3,1,nigeria,3,5,0,0
303902,45051201,1,2,2,brazil,4,7,0,0
303903,45058101,0,0,1,brazil,4,0,0,0
303904,45060351,1,1,1,united states,4,0,0,0
303910,48024510,5,5,1,united states,5,0,0,0
303917,49549451,2,7,3,india,7,1,1,0
303918,49565451,1,4,3,united kingdom,6,5,0,0
303922,49582751,5,5,1,nigeria,7,3,7,5
303923,49593301,1,9,5,india,3,3,3,6
303924,49595801,0,0,1,india,5,0,0,0
303926,47233901,1,1,1,greece,3,0,0,0
303927,47234451,1,2,2,south korea,5,0,0,0
303937,49452901,1,3,2,united states,3,4,0,0
303941,49457451,2,2,1,united states,5,0,0,0
303945,49484802,1,1,1,turkey,5,0,0,0
303946,49485301,1,1,1,denmark,4,0,0,0
303950,46927151,3,3,1,united kingdom,6,5,0,0
303959,48120101,0,0,1,germany,4,0,0,0
303966,48124451,3,3,1,ireland,3,3,3,0
303967,49495301,6,6,1,singapore,4,7,9,14
303971,49609651,0,0,1,poland,5,0,0,0
303972,49614901,1,1,1,india,4,0,0,0
303973,49616951,1,1,1,india,5,0,0,0
303975,49627351,1,1,1,turkey,5,0,0,0
303976,49629551,0,0,2,netherlands,4,5,0,0
303977,49633251,3,3,1,brazil,5,7,5,0
303989,48306564,2,2,1,germany,2,4,0,0
303990,48306653,2,2,1,united states,2,0,0,0
303991,48306661,0,0,1,mexico,2,0,0,0
303992,48307107,2,2,1,brazil,2,4,0,0
303996,49643051,2,2,1,brazil,5,0,0,0
303997,49645651,0,0,1,canada,5,0,0,0
303998,49646651,4,4,1,germany,3,4,7,0
303999,49653101,2,4,2,serbia,5,0,0,0
304005,46946451,2,2,1,united states,4,0,0,0
304012,46960351,2,2,1,united states,5,0,0,0
304017,47263401,2,2,1,united kingdom,3,0,0,0
304019,47265005,0,0,1,latvia,10,0,0,0
304022,49533151,1,3,3,israel,4,0,0,0
304023,49534401,6,6,1,india,1,4,5,6
304025,50795001,3,3,1,belgium,2,4,0,0
304026,39848001,2,2,1,bangladesh,6,3,0,0
304028,39850351,2,2,1,south korea,2,0,0,0
304030,39853351,2,2,1,spain,4,0,0,0
304032,46985364,0,0,1,india,5,0,0,0
304036,49540601,0,0,1,australia,5,0,0,0
304037,49545501,3,3,1,netherlands,3,0,0,0
304038,49548051,1,1,1,belgium,5,0,0,0
304039,49548801,0,0,1,ukraine,5,0,0,0
304040,49554001,1,2,2,india,5,0,0,0
304041,49557151,0,0,1,india,5,0,0,0
304042,49656301,0,0,1,united states,5,0,0,0
304043,49657051,1,1,1,united states,2,0,0,0
304044,49663301,0,0,1,india,5,0,0,0
304045,49671801,1,1,1,india,3,0,0,0
304046,39855601,2,5,2,united states,2,2,14,0
304047,39855651,1,1,1,india,5,0,0,0
304048,39862001,3,3,1,united states,4,5,0,0
304052,49557201,0,0,1,australia,7,0,0,0
304053,49557651,1,3,3,canada,5,0,0,0
304054,49561951,1,1,1,germany,5,0,0,0
304055,49562051,1,1,1,russian federation,5,0,0,0
304058,49606201,0,2,3,china,5,15,5,0
304059,49611451,0,0,1,south africa,4,0,0,0
304060,49619751,4,4,1,china,3,0,0,0
304062,49629901,2,10,4,russian federation,6,0,0,0
304063,49633801,5,11,2,brazil,5,6,5,0
304065,49648601,1,1,1,slovenia,5,0,0,0
304066,49651251,7,7,1,india,3,7,5,0
304067,49662351,3,6,2,new zealand,3,1,4,5
304069,49672201,1,1,1,peru,5,0,0,0
304070,49674201,1,6,4,india,5,0,0,0
304071,49675151,2,2,1,south korea,5,0,0,0
304072,50796151,1,1,1,india,7,0,0,0
304073,39879851,1,1,1,united states,4,0,0,0
304088,49679701,9,9,1,hong kong,5,0,0,0
304090,49683001,1,1,1,india,5,0,0,0
304092,50798251,3,3,1,united kingdom,5,0,0,0
304093,39881451,0,0,2,united states,3,4,0,0
304103,51986001,2,4,2,united states,6,5,0,0
304106,39904351,1,1,1,united states,4,0,0,0
304107,39905051,1,16,9,france,6,7,3,6
304109,45101301,1,1,1,turkey,7,0,0,0
304111,49515801,1,3,2,united states,3,2,4,0
304114,49524351,0,0,1,united states,2,0,0,0
304117,49528001,1,1,1,united kingdom,5,0,0,0
304119,49530701,1,2,2,thailand,5,0,0,0
304122,49550101,2,2,1,united states,1,4,0,0
304124,49563951,2,2,1,india,3,5,0,0
304125,49597201,1,1,1,united states,5,0,0,0
304133,48039766,0,0,2,philippines,5,4,0,0
304139,49623851,3,3,1,south korea,7,5,0,0
304140,49625901,1,1,1,france,5,0,0,0
304141,49627901,0,0,1,indonesia,4,0,0,0
304142,49629601,1,1,1,india,7,0,0,0
304143,49642101,5,5,1,india,6,12,3,4
304145,49716951,0,0,1,germany,4,0,0,0
304146,50799151,4,4,1,spain,6,7,5,0
304147,52000001,2,2,1,india,3,5,0,0
304169,48308908,1,4,3,iran (islamic republic of),4,0,0,0
304172,49658201,2,2,1,china,5,0,0,0
304180,48989801,2,2,1,india,6,5,0,0
304188,48998001,0,0,1,russian federation,5,0,0,0
304195,50816201,1,1,1,singapore,5,0,0,0
304197,50817051,1,1,1,united states,5,0,0,0
304198,50817301,3,3,1,china,5,0,0,0
304199,50817551,1,1,1,indonesia,5,0,0,0
304204,48999451,1,1,1,belarus,5,0,0,0
304205,49006051,0,0,1,switzerland,5,0,0,0
304207,49007501,3,3,1,germany,8,14,5,0
304213,49026301,3,3,1,china,5,0,0,0
304222,50878551,1,1,1,united states,5,0,0,0
304223,50881001,1,19,16,malaysia,5,0,0,0
304224,50893751,1,1,1,united states,5,0,0,0
304225,50897901,1,1,1,spain,4,0,0,0
304226,50908601,1,1,1,poland,5,0,0,0
304228,47259201,1,1,1,belgium,10,0,0,0
304239,48145651,1,1,1,india,4,0,0,0
304246,49693201,1,1,1,romania,4,0,0,0
304247,52004051,1,2,2,hong kong,2,0,0,0
304248,52032951,1,1,1,india,5,0,0,0
304249,52039551,1,2,2,venezuela,5,0,0,0
304250,52043151,1,1,1,italy,5,0,0,0
304251,52046301,3,6,2,argentina,5,7,5,0
304252,52052901,1,1,1,ethiopia,5,0,0,0
304254,52067651,0,0,1,united states,6,0,0,0
304262,45114001,1,1,1,thailand,3,0,0,0
304263,45115201,0,0,1,india,3,0,0,0
304266,49675601,1,1,1,india,5,0,0,0
304268,49694201,0,0,1,netherlands,4,0,0,0
304272,49722051,1,1,1,india,5,0,0,0
304273,49726951,4,4,1,united states,2,4,2,4
304277,49743151,1,1,1,india,4,0,0,0
304279,52068301,0,0,1,france,4,0,0,0
304280,52071851,3,3,1,united states,4,0,0,0
304281,52086001,3,3,1,brazil,5,7,5,0
304285,39915751,1,2,2,united states,4,0,0,0
304287,39920001,2,2,1,italy,14,4,0,0
304288,39924351,0,0,1,brazil,2,0,0,0
304290,39931251,1,1,1,united states,5,0,0,0
304291,39944351,0,0,1,united states,5,0,0,0
304293,39962401,0,0,1,turkey,4,0,0,0
304295,39976501,1,1,1,united states,4,0,0,0
304296,47270501,0,0,1,portugal,5,0,0,0
304299,47281901,1,1,1,netherlands,5,0,0,0
304300,47287051,4,4,1,india,12,6,0,0
304311,39989001,2,6,3,united states,6,7,5,0
304314,47303501,1,3,2,united kingdom,6,4,0,0
304317,48055469,3,6,2,ukraine,3,7,3,7
304328,49756501,3,12,4,india,5,7,12,3
304333,49760201,3,11,3,canada,2,9,9,16
304334,49761901,6,6,1,france,2,3,2,4
304335,49768551,1,1,1,poland,7,0,0,0
304339,39989451,12,25,2,sri lanka,7,14,7,6
304344,48059601,1,1,1,india,5,0,0,0
304351,48063801,4,4,1,united states,5,3,0,0
304356,48068801,1,1,1,nigeria,3,0,0,0
304359,48069551,2,6,3,australia,7,5,0,0
304371,48151051,1,6,5,united states,2,5,0,0
304375,48314802,3,6,2,united states,6,7,12,0
304376,48318701,0,0,2,united states,3,3,0,0
304388,49795351,1,1,1,brazil,4,0,0,0
304392,40005251,1,5,5,tanzania,3,3,4,0
304393,40008301,1,4,3,switzerland,3,2,4,0
304398,47270701,0,0,1,france,5,0,0,0
304405,47321251,1,2,2,netherlands,6,0,0,0
304406,47321601,2,2,1,germany,6,3,0,0
304409,47325151,2,2,1,turkey,3,5,0,0
304410,47331301,1,11,7,india,5,4,6,7
304413,49030551,1,3,2,nepal,3,5,0,0
304415,52092751,1,1,1,germany,5,0,0,0
304422,47299651,1,1,1,luxembourg,3,0,0,0
304433,49045951,2,2,1,belarus,5,0,0,0
304435,49053851,1,4,3,netherlands,5,0,0,0
304459,49739751,1,7,5,netherlands,5,0,0,0
304467,40011051,3,3,1,bulgaria,8,2,7,0
304468,40017251,2,2,1,united states,2,0,0,0
304469,40030351,8,8,1,united states,7,5,7,6
304470,40038801,1,7,4,switzerland,3,3,7,5
304471,40041802,0,0,1,venezuela,5,0,0,0
304472,45135201,5,5,1,australia,6,14,4,2
304475,47306351,1,1,1,australia,5,0,0,0
304480,47350551,1,1,1,united states,5,0,0,0
304484,49684151,1,1,1,china,4,0,0,0
304486,52119651,1,2,2,germany,7,0,0,0
304488,40074551,2,2,1,japan,1,4,0,0
304489,45151301,6,6,1,tunisia,6,12,3,3
304500,47313101,1,1,1,australia,3,0,0,0
304501,47354751,1,2,2,united states,5,0,0,0
304503,48155551,0,0,1,russian federation,5,0,0,0
304506,48160151,1,1,1,france,7,0,0,0
304508,49083351,0,0,1,finland,5,0,0,0
304511,50919701,1,1,1,japan,5,0,0,0
304512,50922851,4,12,3,india,10,5,0,0
304513,52119951,0,0,2,india,5,0,0,0
304518,47007451,1,1,1,spain,5,0,0,0
304521,47358901,8,8,1,india,5,0,0,0
304529,50928901,1,1,1,germany,5,0,0,0
304530,50930151,1,5,3,pakistan,2,4,2,4
304533,50963101,1,1,1,australia,4,0,0,0
304534,50968151,2,5,2,india,2,4,0,0
304536,40083401,1,1,1,united states,4,0,0,0
304537,40091851,3,3,1,united states,7,5,0,0
304538,40094651,2,2,1,united states,2,0,0,0
304539,40123051,1,2,2,india,7,4,0,0
304541,45164401,0,0,2,united states,6,4,0,0
304544,48372651,1,1,1,israel,5,0,0,0
304548,50971551,0,0,1,united states,4,0,0,0
304552,50987701,1,5,3,united kingdom,3,8,4,5
304553,50992951,1,1,1,bangladesh,5,0,0,0
304554,51011751,0,0,1,united states,5,0,0,0
304555,51013701,3,9,3,russian federation,2,4,5,7
304556,51015851,3,3,1,south africa,3,12,0,0
304557,51026151,2,7,3,united states,3,0,0,0
304558,51027151,5,47,9,peru,7,6,7,3
304559,52121801,2,2,1,united states,4,0,0,0
304560,52123501,0,0,1,france,4,0,0,0
304561,52126351,1,1,1,united states,5,0,0,0
304563,40132701,4,4,1,germany,2,0,0,0
304564,47016151,2,2,1,united kingdom,5,0,0,0
304571,49686401,3,3,1,india,1,2,0,0
304572,49690851,2,10,4,tunisia,4,3,3,3
304576,51043351,3,3,1,united states,6,14,5,0
304577,51044051,2,2,1,sweden,5,0,0,0
304578,51048701,0,0,2,greece,3,5,0,0
304579,51060901,1,6,4,nigeria,3,6,5,0
304580,52132301,3,9,3,france,7,5,7,5
304581,52132601,1,1,1,india,5,7,0,0
304582,52132701,3,7,2,tunisia,6,7,6,5
304583,52138701,1,1,1,turkey,7,0,0,0
304584,52140351,1,3,3,germany,5,0,0,0
304585,52143151,0,0,1,romania,5,0,0,0
304586,52147201,1,3,2,turkey,3,1,0,0
304587,45169851,2,8,3,india,2,4,2,2
304588,45173501,1,1,1,brazil,4,0,0,0
304589,45178751,1,2,2,china,5,0,0,0
304590,45179551,0,0,1,romania,5,0,0,0
304593,47017551,2,29,12,mexico,2,4,2,4
304594,47018751,1,1,1,united states,5,0,0,0
304596,47035801,3,3,1,united states,6,14,7,0
304607,47382551,1,5,3,indonesia,5,7,0,0
304615,40136001,1,1,1,netherlands,5,0,0,0
304617,47055751,1,1,1,thailand,5,0,0,0
304618,47057051,0,0,1,new zealand,5,0,0,0
304623,47086201,1,9,7,saudi arabia,5,0,0,0
304627,47390801,1,1,1,united states,3,0,0,0
304630,48387051,2,2,1,united states,3,5,0,0
304635,51071901,2,2,1,pakistan,5,0,0,0
304636,45190801,0,0,1,turkey,3,0,0,0
304637,45192006,1,1,1,canada,5,0,0,0
304638,45193851,0,0,1,united states,2,0,0,0
304639,45194151,1,4,3,canada,5,10,2,0
304640,45199051,4,14,3,malaysia,10,10,7,0
304641,45202451,1,1,1,united states,5,0,0,0
304642,45203301,1,3,3,india,10,5,0,0
304644,48412001,2,4,2,united states,4,0,0,0
304645,48420501,1,1,1,indonesia,5,0,0,0
304646,48422401,2,2,1,indonesia,2,4,0,0
304647,48438551,1,1,1,india,5,0,0,0
304648,48442201,1,7,5,france,4,0,0,0
304649,49768901,0,0,1,united states,4,0,0,0
304658,49797101,1,1,1,united states,4,0,0,0
304662,40141051,1,1,1,south africa,5,0,0,0
304677,49106101,0,0,1,argentina,3,0,0,0
304678,49106901,1,2,2,united states,5,0,0,0
304680,49700251,0,0,1,turkey,5,0,0,0
304681,49713201,2,2,1,turkey,2,0,0,0
304688,49811151,1,8,5,singapore,7,3,6,7
304690,40144101,5,5,1,china,6,5,0,0
304691,40156301,0,0,1,china,5,0,0,0
304693,40185501,1,1,1,united states,5,0,0,0
304694,47101451,1,1,1,finland,4,0,0,0
304695,47102251,3,3,1,india,3,0,0,0
304698,47394651,2,5,2,pakistan,5,0,0,0
304714,49121951,0,0,1,canada,5,0,0,0
304715,51078551,4,4,1,india,6,7,5,0
304716,51079051,1,1,1,united states,4,0,0,0
304717,51087251,1,1,1,singapore,7,0,0,0
304718,51099501,0,0,1,argentina,3,0,0,0
304719,52151501,0,1,2,united states,5,0,0,0
304720,45210701,1,1,1,united states,3,0,0,0
304721,45217851,1,1,1,bosnia and herzegovina,3,0,0,0
304722,45222651,1,1,1,canada,4,0,0,0
304724,47111951,0,0,1,germany,15,0,0,0
304728,48080801,1,3,3,india,3,0,0,0
304742,49799601,3,3,1,united states,4,6,7,0
304743,52158051,1,2,2,belarus,6,5,0,0
304744,52158301,1,3,3,united kingdom,5,0,0,0
304745,52163101,0,0,1,united kingdom,5,0,0,0
304746,45227601,1,1,1,india,3,0,0,0
304747,47327001,2,2,1,india,6,3,0,0
304751,47335251,0,0,1,united states,10,0,0,0
304754,47346001,1,2,2,india,6,0,0,0
304760,48204251,2,2,1,canada,5,0,0,0
304761,48453251,4,4,1,india,5,0,0,0
304762,49140701,3,15,5,myanmar,7,3,7,6
304763,49149151,0,0,1,viet nam,5,0,0,0
304768,40196901,1,3,2,india,3,0,0,0
304770,40199001,1,1,1,united states,5,0,0,0
304771,40205951,5,5,1,france,2,5,0,0
304772,45237451,1,1,1,india,3,0,0,0
304773,45238901,1,1,1,united states,3,0,0,0
304774,45240652,2,2,1,brazil,2,4,0,0
304776,45243001,0,0,1,india,3,0,0,0
304777,45244551,1,1,1,united states,3,0,0,0
304778,45250601,4,8,2,united states,7,6,6,12
304779,45258901,1,3,2,united states,10,4,0,0
304782,48501301,4,8,2,bangladesh,3,7,5,0
304783,48507601,1,1,1,united states,4,0,0,0
304784,48532651,2,2,1,canada,2,4,0,0
304785,48533151,2,6,3,ireland,6,5,0,0
304786,48533901,1,3,3,india,5,3,5,0
304787,48537801,2,2,1,pakistan,5,0,0,0
304788,48542801,3,3,1,germany,4,2,4,0
304789,49726051,2,5,2,france,5,0,0,0
304792,40206201,4,4,1,singapore,6,7,5,0
304793,45281251,2,8,3,united states,7,6,7,3
304794,45286901,1,10,6,united states,5,10,5,0
304796,49809101,1,1,1,canada,5,0,0,0
304797,49810901,1,1,1,brazil,5,0,0,0
304803,49828301,2,2,1,india,4,0,0,0
304804,51100351,1,1,1,united states,5,0,0,0
304806,52209651,1,2,2,united kingdom,3,0,0,0
304807,52234401,7,7,1,russian federation,6,7,4,2
304809,52261851,12,12,1,india,8,5,0,0
304810,52268751,1,1,1,malaysia,5,0,0,0
304811,52270851,10,10,1,france,3,3,3,6
304812,52271701,1,28,17,sweden,7,3,3,7
304813,45292651,1,1,1,singapore,2,0,0,0
304819,51120101,1,1,1,morocco,3,0,0,0
304820,51163401,1,3,3,united states,5,0,0,0
304821,51187851,1,1,1,united states,5,0,0,0
304822,52300751,0,0,1,united kingdom,7,0,0,0
304823,52302601,2,10,4,germany,3,0,0,0
304825,52357351,0,0,1,india,5,0,0,0
304826,52369701,3,3,1,india,3,5,0,0
304828,52379401,1,2,2,united states,3,4,0,0
304829,52381452,1,1,1,india,4,0,0,0
304831,52390551,0,0,1,germany,4,0,0,0
304832,45293551,1,1,1,germany,3,0,0,0
304833,45297601,2,2,1,india,5,0,0,0
304834,45297951,1,1,1,australia,3,0,0,0
304836,47116351,1,1,1,united states,5,0,0,0
304843,51189201,1,1,1,united states,5,0,0,0
304844,51191801,1,1,1,united states,5,0,0,0
304845,51199501,1,1,1,india,5,0,0,0
304846,51209751,2,2,1,france,4,0,0,0
304847,51246251,1,1,1,india,7,0,0,0
304848,51248751,3,6,2,india,7,11,0,0
304849,51253851,2,2,1,india,4,0,0,0
304850,51275751,0,0,1,united kingdom,4,0,0,0
304851,51282401,3,3,1,united states,6,3,7,0
304853,52411101,2,2,1,united states,2,3,0,0
304855,52419551,5,5,1,india,3,5,7,5
304856,52447051,2,4,2,united states,5,0,0,0
304857,52451151,0,0,1,hong kong,5,0,0,0
304858,52452451,8,8,1,united states,6,0,0,0
304859,52453051,1,2,2,ukraine,4,0,0,0
304860,52455801,1,1,1,chile,5,0,0,0
304861,45309051,1,1,1,egypt,3,0,0,0
304863,45314701,1,2,2,united kingdom,10,5,0,0
304864,47140151,0,0,1,india,5,0,0,0
304867,49178301,1,5,3,tunisia,5,0,0,0
304869,49191801,0,0,1,united states,4,0,0,0
304872,49728501,1,6,5,united states,1,3,1,0
304880,51303901,1,4,3,turkey,3,5,0,0
304881,51327351,0,0,1,ireland,4,0,0,0
304882,51330901,2,2,1,united kingdom,5,0,0,0
304884,51337401,2,19,8,mexico,6,8,6,7
304885,51349351,0,0,1,slovakia (slovak republic),5,0,0,0
304888,48090951,1,5,5,united states,3,0,0,0
304891,48092751,5,11,2,india,2,1,1,6
304898,48545801,0,0,1,austria,5,0,0,0
304899,49192651,1,1,1,india,5,0,0,0
304900,49204301,3,3,1,0,3,5,0,0
304901,49206451,6,6,1,india,3,0,0,0
304902,49209701,2,2,1,united states,5,0,0,0
304903,49210451,3,3,1,jordan,5,2,5,5
304904,49215383,0,0,1,united states,4,0,0,0
304907,49737351,1,8,5,india,3,0,0,0
304909,40219001,1,1,1,japan,4,0,0,0
304922,48549451,3,3,1,united states,2,4,0,0
304923,48560701,0,0,1,singapore,5,0,0,0
304924,48567701,3,3,1,israel,4,0,0,0
304925,48581651,1,1,1,united kingdom,4,0,0,0
304927,49236351,0,0,1,united states,3,0,0,0
304928,49842751,1,3,2,netherlands,5,0,0,0
304929,45321001,0,0,1,switzerland,2,0,0,0
304930,45324951,8,17,2,slovenia,8,9,9,3
304931,45328301,1,1,1,india,3,0,0,0
304946,48215301,0,0,1,singapore,15,0,0,0
304951,48222351,0,0,1,united states,4,0,0,0
304953,49262051,0,0,1,united states,5,0,0,0
304954,49843101,4,4,1,spain,7,2,5,0
304956,45336251,1,3,3,brazil,3,3,0,0
304957,45342701,2,5,2,switzerland,2,0,0,0
304961,45346701,1,1,1,france,5,0,0,0
