,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
235097,35466801,0,0,1,argentina,5,0,0,0
235098,23644501,1,1,1,india,5,0,0,0
235099,23654351,5,5,1,south korea,5,2,2,2
235100,23654651,1,1,1,ghana,5,0,0,0
235101,23677351,2,11,4,united states,5,7,5,7
235102,23683401,3,3,1,germany,6,5,0,0
235103,23699751,6,6,1,south korea,7,5,7,5
235104,23707051,1,1,1,united states,5,0,0,0
235105,23710901,1,2,2,united states,5,0,0,0
235106,23727351,3,3,1,india,2,3,5,0
235107,23760551,4,16,4,turkey,6,7,1,9
235108,24687601,1,3,3,brazil,3,3,0,0
235109,24689101,1,3,3,united states,5,0,0,0
235110,24888851,20,20,1,united kingdom,2,6,9,9
235111,24928351,1,1,1,united states,4,0,0,0
235112,24941701,2,2,1,united kingdom,5,0,0,0
235113,24946651,1,4,3,peru,7,3,5,0
235118,26221316,1,1,1,united states,4,0,0,0
235126,23764901,6,6,1,canada,5,0,0,0
235127,23764951,0,0,1,saudi arabia,7,0,0,0
235128,23833401,1,3,3,china,5,6,5,0
235129,23854051,1,1,1,bangladesh,5,0,0,0
235130,24704551,1,1,1,united states,5,0,0,0
235131,24965451,0,0,1,united states,5,0,0,0
235132,24972451,2,2,1,pakistan,5,0,0,0
235133,24974351,1,2,2,denmark,5,0,0,0
235134,24981501,2,2,1,singapore,5,0,0,0
235135,24985201,1,1,1,united states,7,0,0,0
235147,27939801,2,2,1,pakistan,5,0,0,0
235148,27971301,3,7,2,india,6,4,2,4
235149,27996001,1,1,1,colombia,5,0,0,0
235150,33968151,1,1,1,germany,5,0,0,0
235151,33976901,3,14,4,india,3,6,7,9
235152,20619451,1,14,9,united states,3,3,3,6
235153,20621751,0,0,1,united states,5,0,0,0
235154,25630806,1,2,2,philippines,3,5,0,0
235158,26038172,1,1,1,united states,3,0,0,0
235162,29147401,1,1,1,singapore,5,0,0,0
235163,33350801,1,1,1,japan,4,0,0,0
235164,33352551,1,1,1,china,5,0,0,0
235165,33352801,1,1,1,japan,4,0,0,0
235166,33354051,7,7,1,canada,1,0,0,0
235167,33413403,3,3,1,viet nam,4,0,0,0
235171,35484601,1,2,2,japan,4,0,0,0
235172,35503504,2,14,5,united states,1,5,0,0
235175,10986701,1,5,5,united states,3,3,5,0
235176,10988401,1,3,2,south africa,7,5,0,0
235177,10995801,0,0,1,united states,15,0,0,0
235178,11004501,0,0,1,united states,5,0,0,0
235179,24710401,2,16,8,india,1,4,6,3
235185,29155351,2,2,1,india,5,0,0,0
235186,29158551,1,1,1,india,5,0,0,0
235187,29178651,2,2,1,russian federation,5,0,0,0
235188,29185151,3,15,4,india,5,2,5,2
235189,29185451,2,2,1,south korea,6,0,0,0
235190,29192951,0,1,2,bangladesh,5,0,0,0
235191,29198151,1,1,1,india,3,0,0,0
235192,33469301,1,1,1,taiwan province of china,5,0,0,0
235194,33490451,1,1,1,japan,4,0,0,0
235195,33508751,2,14,7,india,2,2,2,4
235197,33521401,1,2,2,japan,2,4,0,0
235198,20630151,1,1,1,romania,3,0,0,0
235199,20633201,3,7,2,india,5,7,3,7
235200,20647751,0,0,1,germany,3,0,0,0
235201,20659751,1,1,1,viet nam,5,0,0,0
235202,20667101,2,2,1,united kingdom,5,0,0,0
235203,20677851,3,3,1,united states,6,7,3,0
235204,23868601,2,2,1,germany,5,0,0,0
235205,26038198,0,1,2,united states,4,0,0,0
235215,27530801,8,8,1,argentina,7,6,7,3
235216,29244501,1,5,5,japan,6,3,4,0
235217,29276251,1,1,1,argentina,5,0,0,0
235218,29287951,4,28,7,united states,2,2,2,2
235220,35531301,2,2,1,india,5,7,0,0
235222,20684951,4,4,1,ireland,1,1,0,0
235223,23878801,1,3,2,united states,5,0,0,0
235224,23889251,1,1,1,china,5,0,0,0
235225,23894651,2,2,1,nepal,5,0,0,0
235226,23897851,3,7,2,united states,6,7,4,0
235227,23903801,4,4,1,united arab emirates,5,6,5,0
235228,24736451,4,16,4,south korea,7,5,7,9
235229,24738751,0,0,1,netherlands,5,0,0,0
235230,24745851,2,2,1,united states,7,5,0,0
235231,24754751,6,6,1,united kingdom,1,4,0,0
235232,24758301,5,5,1,germany,6,5,0,0
235234,28017051,1,1,1,canada,4,0,0,0
235235,28023201,1,1,1,united states,5,0,0,0
235236,28739751,1,5,3,philippines,5,0,0,0
235237,28747401,4,8,2,pakistan,3,7,3,3
235238,29296101,2,4,2,jamaica,14,5,14,0
235239,29300401,1,7,5,united states,3,5,0,0
235240,29309151,4,4,1,singapore,7,6,7,5
235241,29310751,0,0,1,united states,5,0,0,0
235242,29314601,7,7,1,united states,5,1,0,0
235243,33979601,3,7,2,china,7,5,0,0
235244,20688651,0,0,1,united states,2,0,0,0
235245,20700201,6,6,1,germany,6,3,3,3
235246,20732101,1,1,1,malaysia,5,0,0,0
235247,20742601,1,5,5,united states,5,2,4,0
235248,20761101,3,33,11,united states,3,3,2,3
235249,24766001,1,1,1,united states,5,0,0,0
235250,24777151,1,1,1,germany,4,0,0,0
235251,24784201,1,1,1,united states,3,0,0,0
235252,24788851,1,6,4,united states,3,7,5,0
235253,24808001,5,20,4,india,3,3,7,2
235263,27534651,2,7,3,united states,2,4,5,7
235264,27538351,0,0,1,united states,5,0,0,0
235265,27552701,1,1,1,india,5,0,0,0
235266,27559551,2,2,1,netherlands,5,0,0,0
235267,27572301,1,1,1,united states,5,0,0,0
235270,35548151,0,0,1,india,5,0,0,0
235271,24815501,1,3,2,taiwan province of china,3,5,0,0
235272,24820851,2,4,2,egypt,4,0,0,0
235276,24839101,2,2,1,0,2,3,0,0
235277,25632301,2,2,1,kenya,1,3,0,0
235286,27594251,5,10,2,india,3,7,9,1
235287,27603551,3,6,2,canada,5,3,7,5
235288,27612501,11,11,1,china,2,2,2,2
235289,27617201,5,17,3,poland,1,9,14,7
235290,27626801,0,0,1,united states,5,0,0,0
235291,27627451,8,8,1,india,3,3,3,6
235292,27628051,6,6,1,united states,1,1,1,4
235293,33529201,1,1,1,japan,4,0,0,0
235294,35553251,5,5,1,singapore,8,14,7,5
235295,35567401,1,2,2,india,5,0,0,0
235296,35568151,3,6,2,united states,5,7,4,5
235297,20779001,2,4,2,united kingdom,5,0,0,0
235298,24850801,0,0,1,russian federation,5,0,0,0
235299,24884301,2,11,4,germany,5,0,0,0
235303,25648601,1,1,1,united states,5,0,0,0
235305,27631201,2,17,7,united states,4,2,4,2
235306,27647101,2,2,1,united states,6,5,0,0
235307,27667501,1,1,1,canada,5,0,0,0
235308,27687501,1,1,1,netherlands,5,0,0,0
235309,27697201,1,1,1,india,5,0,0,0
235310,28758401,1,1,1,india,3,0,0,0
235311,28762251,1,1,1,philippines,5,0,0,0
235312,28762901,1,1,1,bangladesh,5,0,0,0
235313,28780701,1,3,2,india,7,3,0,0
235314,28782601,3,33,9,tunisia,7,3,7,2
235315,33980301,4,4,1,thailand,5,0,0,0
235316,33982401,0,0,1,germany,4,0,0,0
235318,33990851,0,0,1,united kingdom,2,0,0,0
235319,35600351,1,1,1,united kingdom,5,0,0,0
235320,24888051,0,2,3,taiwan province of china,5,0,0,0
235321,25659151,4,4,1,united states,3,3,5,0
235322,25672501,3,6,2,united states,6,7,5,0
235323,25683451,14,14,1,united states,4,3,3,3
235324,25685051,1,3,2,australia,5,0,0,0
235325,25689751,1,1,1,united states,5,0,0,0
235326,25690651,3,3,1,united states,6,3,5,0
235327,25713851,0,1,3,france,5,4,0,0
235328,28789101,5,5,1,iran (islamic republic of),7,5,17,5
235329,28796301,1,7,5,india,3,7,4,0
235330,28807601,2,2,1,united states,5,0,0,0
235331,29315301,1,1,1,united states,5,0,0,0
235334,33592201,2,7,3,united states,7,8,1,4
235335,33623051,1,1,1,singapore,4,0,0,0
235336,33642151,3,3,1,kenya,2,4,0,0
235337,33642301,2,2,1,india,2,4,0,0
235338,35606051,0,0,1,united states,4,0,0,0
235339,35639201,4,24,5,united states,3,9,3,9
235340,35640551,2,18,7,taiwan province of china,6,7,2,4
235341,35641701,0,0,1,india,4,0,0,0
235342,20786151,2,7,3,germany,4,2,4,6
235343,20787651,1,5,3,india,3,5,0,0
235344,20796201,1,1,1,australia,5,0,0,0
235345,20804751,1,3,3,canada,5,0,0,0
235346,20816051,2,2,1,united states,6,7,0,0
235347,20825451,0,0,1,united states,5,0,0,0
235348,20828301,2,2,1,switzerland,3,0,0,0
235349,20835401,2,4,2,brazil,7,5,0,0
235350,25004851,1,1,1,china,5,0,0,0
235351,25015401,1,1,1,united states,7,0,0,0
235352,25018651,1,1,1,china,5,0,0,0
235353,25030851,3,6,2,united states,3,7,5,0
235354,25037851,7,7,1,morocco,4,0,0,0
235355,25055301,3,3,1,united states,1,4,0,0
235357,28046051,2,2,1,india,5,0,0,0
235358,28059051,2,12,5,netherlands,3,3,7,3
235359,29321601,2,6,3,canada,6,2,5,0
235360,29340151,8,8,1,india,6,7,5,0
235361,29370951,1,2,2,united states,5,0,0,0
235362,29373001,4,4,1,italy,3,5,3,5
235363,33995051,1,1,1,ireland,5,0,0,0
235364,35649901,1,1,1,india,4,0,0,0
235365,11027951,1,1,1,india,4,0,0,0
235366,20850501,1,1,1,united states,5,0,0,0
235367,20852601,1,1,1,united states,4,0,0,0
235368,20870001,1,3,3,australia,3,7,0,0
235369,20872751,6,6,1,united states,6,3,6,5
235370,20877851,4,4,1,india,3,7,9,7
235371,20885451,2,2,1,india,2,5,0,0
235372,20897601,5,5,1,austria,2,2,2,4
235388,35670451,2,9,4,united kingdom,3,3,5,0
235389,35680251,0,0,1,canada,4,0,0,0
235390,35684651,4,4,1,india,5,0,0,0
235391,35685851,2,2,1,brunei darussalam,9,7,0,0
235392,35688301,2,52,25,india,11,1,7,1
235393,11034701,2,2,1,france,5,0,0,0
235394,11043901,4,28,6,italy,3,3,4,2
235395,11054551,1,1,1,united kingdom,4,0,0,0
235396,11059651,0,1,2,united states,3,0,0,0
235399,26038703,1,1,1,united states,4,0,0,0
235401,26220759,1,1,1,united states,4,0,0,0
235408,26222254,2,24,11,australia,9,8,9,9
235412,26223108,2,4,2,united states,1,3,0,0
235413,27700151,2,5,2,poland,3,5,3,5
235414,27716401,1,3,2,india,5,0,0,0
235415,20897651,2,8,4,india,2,3,3,6
235416,20901701,0,0,1,russian federation,5,0,0,0
235417,23923801,2,2,1,india,5,0,0,0
235418,24893901,2,8,4,germany,2,1,0,0
235427,26232101,4,4,1,united states,3,5,0,0
235432,27719051,2,5,2,united states,7,3,7,5
235433,27726901,2,4,2,france,5,3,5,0
235434,27737351,8,8,1,india,4,8,9,1
235435,27752551,3,3,1,united states,9,7,5,0
235436,27765751,2,2,1,romania,3,5,0,0
235437,28066701,18,18,1,canada,6,14,2,2
235438,34008001,0,0,1,belgium,4,0,0,0
235439,34022651,2,7,3,india,3,6,1,4
235440,34023551,5,5,1,japan,4,0,0,0
235441,35715051,1,1,1,slovakia (slovak republic),4,0,0,0
235442,23929151,0,0,1,united states,15,0,0,0
235443,23933551,1,3,2,india,5,0,0,0
235444,23946551,1,3,2,india,7,5,0,0
235445,23952751,3,39,13,morocco,6,7,6,7
235446,25057401,2,2,1,greece,7,5,0,0
235447,25063701,1,3,2,sri lanka,7,5,7,0
235456,27816901,3,3,1,turkey,6,0,0,0
235457,27834801,3,3,1,india,5,0,0,0
235458,23968751,1,3,2,brazil,3,4,0,0
235459,23969551,0,0,1,united states,4,0,0,0
235460,23979151,2,5,2,brazil,3,6,4,0
235461,23979801,2,4,2,canada,2,4,2,0
235462,23996701,4,4,1,india,3,7,5,0
235463,24005201,0,0,1,turkey,1,0,0,0
235464,24015701,2,2,1,china,5,0,0,0
235465,24016451,1,1,1,portugal,3,0,0,0
235466,24019651,0,0,1,india,5,0,0,0
235467,24040501,1,4,3,pakistan,4,0,0,0
235468,25089251,1,11,7,india,4,2,9,1
235469,25099251,3,3,1,india,5,0,0,0
235476,27836451,1,1,1,india,5,0,0,0
235477,27843901,1,4,3,india,3,0,0,0
235478,24069301,2,2,1,portugal,5,0,0,0
235479,24095301,3,13,4,canada,3,7,5,7
235480,24109551,2,12,5,france,2,2,2,2
235481,24119501,2,4,2,brazil,3,0,0,0
235482,24121601,3,3,1,india,14,3,5,0
235483,24122601,1,1,1,switzerland,5,0,0,0
235484,24128551,1,4,3,india,5,1,5,0
235485,25103151,1,1,1,italy,5,0,0,0
235486,25714351,1,3,3,finland,7,0,0,0
235491,26245851,4,4,1,india,6,14,5,0
235492,26246401,0,0,1,poland,15,0,0,0
235493,26252351,6,6,1,india,7,3,7,5
235494,26253301,8,35,4,brazil,2,7,3,6
235495,26257651,1,1,1,united states,4,0,0,0
235496,26259951,2,2,1,united states,5,0,0,0
235497,26265951,1,2,2,united states,5,0,0,0
235498,26273601,1,1,1,united states,3,0,0,0
235499,26282801,7,14,2,canada,3,9,9,9
235500,33645451,0,0,1,poland,5,0,0,0
235501,33645751,2,2,1,italy,4,0,0,0
235502,33647401,3,3,1,bangladesh,4,0,0,0
235503,11060451,2,2,1,germany,5,0,0,0
235504,20919801,4,19,4,united states,3,3,3,7
235505,24139351,8,8,1,india,3,7,5,7
235506,24148101,2,6,3,india,7,3,8,4
235507,24156251,1,1,1,united states,4,0,0,0
235508,24167851,2,7,3,united states,3,3,3,3
235509,24169401,1,1,1,mexico,5,0,0,0
235510,24186701,2,2,1,india,5,0,0,0
235511,24194751,10,10,1,south korea,5,0,0,0
235512,24204501,0,1,2,hong kong,4,0,0,0
235513,25111651,2,7,3,india,3,4,5,0
235514,25115601,2,2,1,united states,14,5,0,0
235515,25132151,1,2,2,turkey,7,0,0,0
235516,25135001,1,2,2,turkey,4,0,0,0
235518,26221340,1,4,3,austria,3,0,0,0
235519,28811201,1,1,1,portugal,5,0,0,0
235520,28813801,1,1,1,russian federation,5,0,0,0
235521,28837801,3,7,2,india,5,6,3,7
235523,28857801,1,3,2,russian federation,5,0,0,0
235524,28861651,3,3,1,united states,2,5,0,0
235525,33662051,1,6,4,italy,2,3,2,3
235526,20933101,3,3,1,united states,5,0,0,0
235527,24895601,2,2,1,ethiopia,5,0,0,0
235528,24897451,5,11,2,india,9,9,9,9
235529,24897851,1,9,6,tunisia,6,7,5,0
235530,24905501,2,33,12,norway,6,7,6,6
235531,25183901,0,0,1,france,5,0,0,0
235532,25223951,1,5,3,india,3,5,0,0
235533,25226001,2,4,2,india,5,0,0,0
235541,26394501,1,1,1,brazil,5,0,0,0
235542,28869351,0,0,1,india,5,0,0,0
235543,28872451,3,3,1,canada,5,0,0,0
235544,28881051,0,0,2,united states,4,5,0,0
235545,28882901,1,1,1,ireland,5,0,0,0
235546,28891601,1,8,5,united kingdom,3,1,3,3
235547,28910151,2,2,1,india,5,0,0,0
235548,28910651,0,0,2,germany,5,1,0,0
235549,28917201,0,0,1,ukraine,5,0,0,0
235550,28934601,2,13,5,czech republic,14,7,3,3
235551,33665101,2,2,1,united states,2,4,0,0
235552,34032401,0,0,1,russian federation,2,0,0,0
235553,20937651,6,13,2,spain,3,3,6,3
235554,20940101,1,6,5,canada,2,4,0,0
235555,20957051,0,0,1,united states,5,0,0,0
235556,24214001,3,16,5,italy,6,7,6,9
235557,24214901,0,0,1,viet nam,5,0,0,0
235558,24216801,2,2,1,canada,7,0,0,0
235559,24236451,1,1,1,united states,5,0,0,0
235560,24917051,0,0,1,germany,5,0,0,0
235561,24930101,1,2,2,india,3,3,0,0
235562,24944551,1,9,6,portugal,7,5,0,0
235563,24985901,2,6,3,france,5,7,5,0
235564,25003601,1,1,1,morocco,5,0,0,0
235565,25028601,1,1,1,morocco,5,0,0,0
235566,25226551,2,9,4,india,3,6,7,6
235567,25230201,1,3,3,india,5,0,0,0
235568,25246601,1,1,1,canada,5,0,0,0
235569,25248451,1,1,1,united kingdom,3,0,0,0
235570,25258001,1,1,1,france,3,0,0,0
235571,25260051,1,1,1,france,7,0,0,0
235574,28945951,1,1,1,india,5,0,0,0
235575,28954901,0,0,1,france,4,0,0,0
235578,29026353,3,10,3,switzerland,1,7,3,7
235579,20965751,2,2,1,nigeria,1,0,0,0
235580,20971301,4,4,1,united states,6,7,5,0
235582,28069001,3,9,3,united states,5,7,8,6
235583,28073901,1,1,1,united states,5,0,0,0
235585,28089851,4,9,2,india,6,7,3,6
235586,28109751,1,1,1,united states,5,0,0,0
235588,28117203,3,13,4,switzerland,3,3,3,6
235590,28132001,1,1,1,pakistan,5,0,0,0
235592,28188151,2,2,1,estonia,2,4,0,0
235593,28194101,1,1,1,finland,5,0,0,0
235594,28224201,2,9,4,united states,3,3,7,6
235595,28230051,2,2,1,united states,5,0,0,0
235596,33677452,2,11,5,india,3,6,7,6
235597,34040751,4,9,2,india,6,7,6,7
235598,34047801,2,2,1,india,4,0,0,0
235599,34055851,2,2,1,united kingdom,5,0,0,0
235600,34060801,1,5,3,india,4,0,0,0
235601,35717352,3,3,1,yemen,6,3,4,0
235602,35733851,2,5,2,south korea,2,3,2,5
235603,35733951,2,2,1,india,5,0,0,0
235604,35741901,0,0,1,united states,5,0,0,0
235605,35743651,0,0,1,israel,2,0,0,0
235606,11062951,3,6,2,germany,6,5,3,5
235607,24237251,2,4,2,italy,5,2,4,5
235608,25045451,2,7,3,spain,5,0,0,0
235609,25045801,3,9,3,belarus,2,7,5,7
235612,25741269,1,1,1,serbia,3,0,0,0
235626,27851351,2,6,3,india,5,7,5,0
235628,11063901,2,2,1,singapore,6,0,0,0
235629,11075751,4,4,1,united states,6,7,5,0
235630,20971951,1,2,2,china,4,5,0,0
235631,20983701,0,0,1,canada,2,0,0,0
235632,27854451,2,6,3,thailand,3,0,0,0
235633,27865001,1,1,1,india,5,0,0,0
235634,27867551,1,3,2,united states,3,5,7,0
235635,27871001,7,7,1,india,3,3,5,0
235636,27871751,2,2,1,sweden,5,0,0,0
235637,27873651,2,2,1,brazil,5,0,0,0
235638,27878051,2,2,1,united states,5,0,0,0
235639,27881451,8,16,2,united states,6,7,6,8
235640,27883901,0,0,1,united states,5,0,0,0
235641,27887401,4,12,3,united states,3,7,6,4
235642,29029851,2,5,2,spain,8,0,0,0
235645,29067951,1,1,1,india,5,0,0,0
235646,29072351,2,2,1,germany,7,5,0,0
235647,29418501,1,15,10,mexico,3,4,0,0
235648,29429351,0,0,1,germany,5,0,0,0
235649,29429901,5,5,1,united states,3,4,0,0
235650,29439251,3,7,2,united states,4,0,0,0
235651,33679751,3,3,1,peru,2,4,0,0
235652,34062301,4,9,2,croatia,6,7,5,7
235653,34062351,0,0,1,sweden,4,0,0,0
235654,34084201,1,2,2,india,3,4,0,0
235655,20984051,1,1,1,united states,5,0,0,0
235656,20996401,2,4,2,finland,6,7,3,0
235658,27888301,2,2,1,united states,5,0,0,0
235659,27890251,1,1,1,bangladesh,5,0,0,0
235660,27898451,1,8,5,united states,3,5,0,0
235661,27899201,2,2,1,argentina,5,0,0,0
235662,27904201,3,3,1,india,7,5,7,0
235663,27925701,1,2,2,israel,2,4,0,0
235664,28232451,4,35,8,belgium,3,5,7,3
235666,29442601,10,10,1,india,2,3,4,1
235667,33684501,1,1,1,united states,4,0,0,0
235668,33703051,1,1,1,united states,4,0,0,0
235669,33706251,2,2,1,philippines,4,0,0,0
235670,34100301,1,1,1,japan,4,0,0,0
235671,34103401,1,2,2,pakistan,4,0,0,0
235672,34104251,0,0,1,india,4,0,0,0
235673,34107601,0,0,1,germany,5,0,0,0
235674,35767451,2,8,3,united arab emirates,7,8,9,1
235677,26443401,1,2,2,brazil,4,0,0,0
235678,27926351,1,2,2,united kingdom,7,3,0,0
235680,27944101,10,10,1,india,2,2,8,2
235681,27947351,8,8,1,ireland,7,14,9,1
235682,27956701,0,0,1,india,5,0,0,0
235683,27960851,3,3,1,india,8,5,0,0
235684,27964001,1,3,2,united kingdom,5,0,0,0
235685,27974001,2,2,1,united states,5,0,0,0
235686,28232501,1,1,1,india,7,0,0,0
235687,28235001,2,2,1,united states,5,0,0,0
235688,28239601,3,3,1,india,3,5,0,0
235689,29080201,2,5,2,brazil,9,9,7,3
235692,35785051,2,6,3,hungary,4,0,0,0
235693,35796701,1,1,1,india,5,0,0,0
235694,20998101,6,6,1,south africa,6,3,5,0
235695,21006451,3,23,6,germany,6,14,6,7
235696,24263451,2,23,10,ukraine,2,4,3,1
235697,24274451,0,0,1,united kingdom,4,0,0,0
235698,24276051,3,50,16,poland,6,6,6,7
235699,24285951,0,0,1,india,5,0,0,0
235700,24302801,1,3,2,spain,7,5,0,0
235701,24336201,3,3,1,united states,3,5,0,0
235704,25770551,2,2,1,united states,6,0,0,0
235706,26445951,1,4,3,france,7,2,5,0
235707,33728801,2,2,1,india,2,0,0,0
235708,33737551,2,2,1,united states,4,0,0,0
235709,33753851,8,8,1,united states,14,9,1,1
235711,35810301,0,0,1,united kingdom,5,0,0,0
235712,35823251,0,0,1,indonesia,5,0,0,0
235713,35828201,0,0,1,malaysia,4,0,0,0
235714,35829851,2,2,1,united states,5,0,0,0
235715,24386251,0,0,2,turkey,5,3,0,0
235716,24391751,1,1,1,france,4,0,0,0
235717,24427501,2,9,4,brazil,6,3,6,7
235718,24461401,1,5,3,china,7,6,7,6
235719,25060151,6,6,1,united states,2,3,9,1
235720,25069301,2,4,2,france,5,6,7,5
235721,25094401,2,4,2,india,5,0,0,0
235722,25104801,1,1,1,brazil,5,0,0,0
235723,25107051,1,1,1,united states,7,0,0,0
235724,25787701,2,5,2,france,5,0,0,0
235725,26454301,0,0,2,united kingdom,5,15,0,0
235726,26454451,3,10,3,india,3,7,6,7
235727,26459051,3,7,2,united states,6,14,8,14
235728,26459801,1,1,1,portugal,5,0,0,0
235729,26463001,2,4,2,germany,3,3,5,0
235730,26484051,1,1,1,india,4,0,0,0
235731,26488151,1,1,1,united kingdom,5,0,0,0
235732,26498151,1,3,2,india,7,5,0,0
235733,26509201,1,1,1,united states,5,0,0,0
235736,33765301,3,12,4,india,5,6,3,6
235737,33768301,2,2,1,turkey,2,0,0,0
235738,33768851,1,1,1,japan,4,0,0,0
235739,33769751,2,2,1,japan,2,4,0,0
235740,33773651,2,2,1,south korea,6,0,0,0
235741,11078151,0,0,1,netherlands,4,0,0,0
235742,24488351,1,1,1,india,5,0,0,0
235743,24496501,2,2,1,india,2,5,0,0
235744,24502351,0,0,1,germany,5,0,0,0
235745,24510851,0,4,5,china,5,0,0,0
235746,24517101,2,2,1,india,5,0,0,0
235747,24517701,1,1,1,canada,5,0,0,0
235748,25114851,2,2,1,united states,5,0,0,0
235749,26537251,2,2,1,portugal,18,0,0,0
235750,26541951,3,3,1,sri lanka,6,0,0,0
235751,26542851,2,5,2,poland,5,0,0,0
235752,26551901,1,1,1,india,4,0,0,0
235753,26557351,1,1,1,united kingdom,4,0,0,0
235754,26573301,2,2,1,indonesia,5,0,0,0
235755,26586101,3,3,1,india,5,0,0,0
235756,26594701,1,1,1,argentina,5,0,0,0
235757,33776451,2,2,1,japan,4,0,0,0
235758,33779951,1,1,1,turkey,4,0,0,0
235759,33783651,1,3,2,sri lanka,3,3,4,0
235760,33795002,1,1,1,germany,4,0,0,0
235761,25277051,1,1,1,australia,3,0,0,0
235762,25309751,0,0,2,india,5,0,0,0
235763,25317601,2,2,1,india,3,6,0,0
235764,25319401,6,6,1,india,4,2,4,1
235765,25343151,3,7,2,united states,1,4,6,5
235766,25345401,1,1,1,france,3,0,0,0
235767,27980451,1,5,3,india,2,4,7,3
235768,27981701,2,2,1,india,4,0,0,0
235769,27983401,4,14,3,sudan,1,3,7,1
235770,33806801,1,1,1,japan,4,0,0,0
235771,33808151,1,1,1,saudi arabia,5,0,0,0
235772,33811701,3,3,1,germany,6,5,0,0
235773,33814451,0,5,6,japan,3,4,2,4
235775,33819701,3,12,4,india,7,3,7,5
235776,33824301,1,6,4,united states,11,6,4,3
235777,33826951,4,8,2,india,3,9,9,9
235779,21012101,2,8,3,austria,4,6,4,6
235780,21021401,4,4,1,norway,6,7,5,0
235781,25347001,4,4,1,india,6,5,0,0
235782,25358851,1,5,3,united states,5,3,5,0
235783,26597951,5,5,1,india,3,4,11,5
235784,28002751,0,0,2,india,3,4,0,0
235785,29099557,2,4,2,germany,1,3,9,7
235787,33852101,0,0,1,united states,5,0,0,0
235788,33855251,1,1,1,united kingdom,5,0,0,0
235789,33861701,3,42,14,czech republic,5,6,7,3
235790,33862151,2,2,1,india,5,0,0,0
235791,33864901,0,0,1,germany,5,0,0,0
235792,33871451,2,7,3,viet nam,3,12,7,5
235794,35842701,1,1,1,mexico,7,0,0,0
235795,35868451,1,3,2,egypt,6,0,0,0
235797,35878301,1,3,2,united states,5,0,0,0
235800,24562251,8,8,1,united states,3,7,6,7
235801,25815901,3,13,4,india,5,0,0,0
235802,25823001,3,3,1,india,1,0,0,0
235804,26221398,1,1,1,russian federation,3,0,0,0
235808,28016751,10,10,1,united states,5,7,3,4
235809,28024251,5,5,1,jordan,7,5,7,3
235810,28027151,1,1,1,united states,5,0,0,0
235811,28032451,2,5,2,nigeria,6,9,5,0
235812,28032951,2,2,1,india,5,0,0,0
235813,29110201,2,6,3,india,4,0,0,0
235814,29117551,1,1,1,united states,3,0,0,0
235815,29118001,3,13,4,united states,3,6,3,7
235816,35908301,1,1,1,united kingdom,4,0,0,0
235819,35928151,1,7,4,germany,4,7,5,0
235820,35963151,5,27,5,india,3,9,9,9
235822,35973951,3,3,1,united states,14,0,0,0
235823,24568851,0,0,1,taiwan province of china,4,0,0,0
235824,24569451,2,7,3,india,7,5,0,0
235825,24571801,4,8,2,peru,3,3,6,7
235826,24579351,2,2,1,canada,5,0,0,0
235827,24579401,3,3,1,india,3,5,0,0
235828,24585351,1,3,3,india,7,5,0,0
235829,25126901,7,7,1,belgium,6,3,3,3
235830,25138651,3,6,2,brazil,3,3,7,5
235831,25365501,1,1,1,italy,7,0,0,0
235832,25826251,4,4,1,india,6,7,5,0
235833,25835651,2,2,1,brazil,6,7,0,0
235834,29450001,2,15,7,india,2,3,3,4
235835,29456251,2,8,4,austria,5,0,0,0
235836,29461151,5,17,3,india,6,7,3,7
235837,29464451,0,2,3,netherlands,5,0,0,0
235839,29480201,4,4,1,india,6,7,5,7
235840,29499301,4,4,1,viet nam,5,7,5,0
235841,29507551,2,2,1,canada,3,5,0,0
235843,33894151,1,1,1,india,4,0,0,0
235844,35978851,0,0,1,united states,2,0,0,0
235845,36000952,1,1,1,australia,4,0,0,0
235846,36011651,3,3,1,japan,5,0,0,0
235847,24597151,3,3,1,turkey,5,0,0,0
235848,24601951,4,4,1,india,6,7,5,0
235849,24624851,0,0,1,united states,4,0,0,0
235850,25383301,1,1,1,united states,5,0,0,0
235851,25386401,2,7,3,india,3,5,7,1
235852,25407501,0,0,1,united states,5,0,0,0
235853,25435851,1,2,2,netherlands,5,0,0,0
235854,25848851,0,1,2,united states,5,0,0,0
235856,28039201,1,11,7,united states,5,3,5,3
235857,28039801,2,2,1,pakistan,4,5,0,0
235858,28048901,7,7,1,united states,7,2,2,3
235859,28053901,0,0,1,india,5,0,0,0
235861,29135301,2,8,4,united states,5,4,3,5
235862,29137651,5,10,2,russian federation,3,9,1,7
235863,29145351,1,1,1,united states,5,0,0,0
235864,29527401,2,2,1,india,6,7,0,0
235865,29530101,1,4,3,united kingdom,5,0,0,0
235868,29550701,1,1,1,colombia,5,0,0,0
235869,29555151,2,4,2,mexico,2,4,5,0
235871,29562551,1,1,1,taiwan province of china,5,0,0,0
235872,29565501,2,5,2,south africa,11,7,3,5
235873,21029301,0,0,1,united states,5,0,0,0
235874,21031351,3,3,1,united states,2,4,0,0
235875,21031601,0,0,1,netherlands,2,0,0,0
235876,21047351,1,2,2,united states,5,4,0,0
235877,25139751,1,4,4,poland,6,7,0,0
235878,25153501,5,5,1,japan,5,7,0,0
